utc_timestamp,cet_cest_timestamp,interpolated_values,DE_load_entsoe_power_statistics,DE_load_entsoe_transparency,DE_price_day_ahead,DE_solar_capacity,DE_solar_generation_actual,DE_solar_profile,DE_wind_capacity,DE_wind_generation_actual,DE_wind_profile,DE_wind_offshore_capacity,DE_wind_offshore_generation_actual,DE_wind_offshore_profile,DE_wind_onshore_capacity,DE_wind_onshore_generation_actual,DE_wind_onshore_profile
2010-02-17T12:00:00Z,2010-02-17T13:00:00+0100,,68164,,59.9,10517,,,23777,2326,0.0979,35,,,23742,,
2010-02-17T13:00:00Z,2010-02-17T14:00:00+0100,,67642,,58.46,10517,,,23777,2386,0.1004,35,,,23742,,
2010-02-17T14:00:00Z,2010-02-17T15:00:00+0100,,67252,,56.5,10517,,,23777,2554,0.1074,35,,,23742,,
2010-02-17T15:00:00Z,2010-02-17T16:00:00+0100,,66527,,52.12,10517,,,23777,2874,0.1209,35,,,23742,,
2010-02-17T16:00:00Z,2010-02-17T17:00:00+0100,,68125,,60.43,10517,,,23777,3286,0.1383,35,,,23742,,
2010-02-17T17:00:00Z,2010-02-17T18:00:00+0100,,72161,,66.38,10517,,,23777,3850,0.1619,35,,,23742,,
2010-02-17T18:00:00Z,2010-02-17T19:00:00+0100,,71057,,58.54,10517,,,23777,3984,0.1675,35,,,23742,,
2010-02-17T19:00:00Z,2010-02-17T20:00:00+0100,,67490,,46.53,10517,,,23777,3923,0.165,35,,,23742,,
2010-02-17T20:00:00Z,2010-02-17T21:00:00+0100,,64765,,42.09,10517,,,23777,3676,0.1546,35,,,23742,,
2010-02-17T21:00:00Z,2010-02-17T22:00:00+0100,,62704,,41.76,10517,,,23777,3230,0.1358,35,,,23742,,
2010-02-17T22:00:00Z,2010-02-17T23:00:00+0100,,59056,,39.45,10517,,,23777,2931,0.1233,35,,,23742,,
2010-02-17T23:00:00Z,2010-02-18T00:00:00+0100,,56280,,37.72,10520,,,23782,2689,0.1131,35,,,23747,,
2010-02-18T00:00:00Z,2010-02-18T01:00:00+0100,,54413,,36.51,10520,,,23782,2567,0.108,35,,,23747,,
2010-02-18T01:00:00Z,2010-02-18T02:00:00+0100,,53520,,34.92,10520,,,23782,2580,0.1085,35,,,23747,,
2010-02-18T02:00:00Z,2010-02-18T03:00:00+0100,,53064,,29.91,10520,,,23782,2536,0.1066,35,,,23747,,
2010-02-18T03:00:00Z,2010-02-18T04:00:00+0100,,53908,,25.22,10520,,,23782,2614,0.1099,35,,,23747,,
2010-02-18T04:00:00Z,2010-02-18T05:00:00+0100,,54933,,33.72,10520,,,23782,2576,0.1083,35,,,23747,,
2010-02-18T05:00:00Z,2010-02-18T06:00:00+0100,,60052,,45.54,10520,,,23782,2680,0.1127,35,,,23747,,
2010-02-18T06:00:00Z,2010-02-18T07:00:00+0100,,66031,,51.02,10520,,,23782,2760,0.116,35,,,23747,,
2010-02-18T07:00:00Z,2010-02-18T08:00:00+0100,,67886,,55.77,10520,,,23782,2908,0.1223,35,,,23747,,
2010-02-18T08:00:00Z,2010-02-18T09:00:00+0100,,68661,,61.38,10520,,,23782,2746,0.1155,35,,,23747,,
2010-02-18T09:00:00Z,2010-02-18T10:00:00+0100,,69859,,59.8,10520,,,23782,2574,0.1083,35,,,23747,,
2010-02-18T10:00:00Z,2010-02-18T11:00:00+0100,,70431,,59.91,10520,,,23782,2640,0.111,35,,,23747,,
2010-02-18T11:00:00Z,2010-02-18T12:00:00+0100,,70100,,58.77,10520,,,23782,2803,0.1178,35,,,23747,,
2010-02-18T12:00:00Z,2010-02-18T13:00:00+0100,,69111,,58.19,10520,,,23782,2917,0.1226,35,,,23747,,
2010-02-18T13:00:00Z,2010-02-18T14:00:00+0100,,67948,,50.02,10520,,,23782,3204,0.1347,35,,,23747,,
2010-02-18T14:00:00Z,2010-02-18T15:00:00+0100,,66836,,45.98,10520,,,23782,3080,0.1295,35,,,23747,,
2010-02-18T15:00:00Z,2010-02-18T16:00:00+0100,,65488,,44.21,10520,,,23782,3197,0.1345,35,,,23747,,
2010-02-18T16:00:00Z,2010-02-18T17:00:00+0100,,67002,,47.95,10520,,,23782,3074,0.1293,35,,,23747,,
2010-02-18T17:00:00Z,2010-02-18T18:00:00+0100,,71069,,60,10520,,,23782,3108,0.1307,35,,,23747,,
2010-02-18T18:00:00Z,2010-02-18T19:00:00+0100,,70482,,59.61,10520,,,23782,3636,0.1529,35,,,23747,,
2010-02-18T19:00:00Z,2010-02-18T20:00:00+0100,,66990,,46.82,10520,,,23782,3689,0.1551,35,,,23747,,
2010-02-18T20:00:00Z,2010-02-18T21:00:00+0100,,64197,,42.14,10520,,,23782,3952,0.1662,35,,,23747,,
2010-02-18T21:00:00Z,2010-02-18T22:00:00+0100,,62195,,40.54,10520,,,23782,4360,0.1833,35,,,23747,,
2010-02-18T22:00:00Z,2010-02-18T23:00:00+0100,,58488,,35.35,10520,,,23782,5096,0.2143,35,,,23747,,
2010-02-18T23:00:00Z,2010-02-19T00:00:00+0100,,55881,,35.76,10523,,,23784,5148,0.2164,35,,,23749,,
2010-02-19T00:00:00Z,2010-02-19T01:00:00+0100,,54552,,32.71,10523,,,23784,5576,0.2344,35,,,23749,,
2010-02-19T01:00:00Z,2010-02-19T02:00:00+0100,,53694,,31.53,10523,,,23784,5592,0.2351,35,,,23749,,
2010-02-19T02:00:00Z,2010-02-19T03:00:00+0100,,53387,,26.75,10523,,,23784,5746,0.2416,35,,,23749,,
2010-02-19T03:00:00Z,2010-02-19T04:00:00+0100,,53859,,26.08,10523,,,23784,5939,0.2497,35,,,23749,,
2010-02-19T04:00:00Z,2010-02-19T05:00:00+0100,,54533,,31.26,10523,,,23784,5923,0.2491,35,,,23749,,
2010-02-19T05:00:00Z,2010-02-19T06:00:00+0100,,59377,,38.02,10523,,,23784,5817,0.2446,35,,,23749,,
2010-02-19T06:00:00Z,2010-02-19T07:00:00+0100,,65717,,42.81,10523,,,23784,5577,0.2345,35,,,23749,,
2010-02-19T07:00:00Z,2010-02-19T08:00:00+0100,,68247,,47.58,10523,,,23784,5022,0.2111,35,,,23749,,
2010-02-19T08:00:00Z,2010-02-19T09:00:00+0100,,68837,,51.27,10523,,,23784,4517,0.1899,35,,,23749,,
2010-02-19T09:00:00Z,2010-02-19T10:00:00+0100,,69457,,52.9,10523,,,23784,3654,0.1536,35,,,23749,,
2010-02-19T10:00:00Z,2010-02-19T11:00:00+0100,,69813,,54.39,10523,,,23784,3068,0.129,35,,,23749,,
2010-02-19T11:00:00Z,2010-02-19T12:00:00+0100,,68997,,53.07,10523,,,23784,2744,0.1154,35,,,23749,,
2010-02-19T12:00:00Z,2010-02-19T13:00:00+0100,,67646,,47.03,10523,,,23784,2715,0.1142,35,,,23749,,
2010-02-19T13:00:00Z,2010-02-19T14:00:00+0100,,66357,,42.91,10523,,,23784,2873,0.1208,35,,,23749,,
2010-02-19T14:00:00Z,2010-02-19T15:00:00+0100,,65542,,40.7,10523,,,23784,2971,0.1249,35,,,23749,,
2010-02-19T15:00:00Z,2010-02-19T16:00:00+0100,,64774,,40.07,10523,,,23784,3402,0.143,35,,,23749,,
2010-02-19T16:00:00Z,2010-02-19T17:00:00+0100,,66551,,43.47,10523,,,23784,4054,0.1705,35,,,23749,,
2010-02-19T17:00:00Z,2010-02-19T18:00:00+0100,,69826,,53.93,10523,,,23784,4608,0.1937,35,,,23749,,
2010-02-19T18:00:00Z,2010-02-19T19:00:00+0100,,68734,,48.45,10523,,,23784,5036,0.2117,35,,,23749,,
2010-02-19T19:00:00Z,2010-02-19T20:00:00+0100,,64408,,41.49,10523,,,23784,5580,0.2346,35,,,23749,,
2010-02-19T20:00:00Z,2010-02-19T21:00:00+0100,,61498,,38.45,10523,,,23784,6337,0.2664,35,,,23749,,
2010-02-19T21:00:00Z,2010-02-19T22:00:00+0100,,60346,,40.59,10523,,,23784,7468,0.314,35,,,23749,,
2010-02-19T22:00:00Z,2010-02-19T23:00:00+0100,,56887,,36.48,10523,,,23784,7629,0.3208,35,,,23749,,
2010-02-19T23:00:00Z,2010-02-20T00:00:00+0100,,53977,,28.18,10523,,,23786,8144,0.3424,35,,,23751,,
2010-02-20T00:00:00Z,2010-02-20T01:00:00+0100,,52666,,24.92,10523,,,23786,8383,0.3524,35,,,23751,,
2010-02-20T01:00:00Z,2010-02-20T02:00:00+0100,,51456,,23.55,10523,,,23786,8424,0.3541,35,,,23751,,
2010-02-20T02:00:00Z,2010-02-20T03:00:00+0100,,50936,,22.94,10523,,,23786,8271,0.3478,35,,,23751,,
2010-02-20T03:00:00Z,2010-02-20T04:00:00+0100,,51420,,21.41,10523,,,23786,8344,0.3508,35,,,23751,,
2010-02-20T04:00:00Z,2010-02-20T05:00:00+0100,,50652,,20.04,10523,,,23786,8307,0.3492,35,,,23751,,
2010-02-20T05:00:00Z,2010-02-20T06:00:00+0100,,49453,,19.14,10523,,,23786,8480,0.3565,35,,,23751,,
2010-02-20T06:00:00Z,2010-02-20T07:00:00+0100,,50976,,23.77,10523,,,23786,8846,0.3719,35,,,23751,,
2010-02-20T07:00:00Z,2010-02-20T08:00:00+0100,,53879,,32.09,10523,,,23786,9216,0.3875,35,,,23751,,
2010-02-20T08:00:00Z,2010-02-20T09:00:00+0100,,56008,,36.88,10523,,,23786,9476,0.3984,35,,,23751,,
2010-02-20T09:00:00Z,2010-02-20T10:00:00+0100,,57123,,45.98,10523,,,23786,10244,0.4306,35,,,23751,,
2010-02-20T10:00:00Z,2010-02-20T11:00:00+0100,,57841,,39.49,10523,,,23786,10547,0.4434,35,,,23751,,
2010-02-20T11:00:00Z,2010-02-20T12:00:00+0100,,58516,,37.32,10523,,,23786,11098,0.4666,35,,,23751,,
2010-02-20T12:00:00Z,2010-02-20T13:00:00+0100,,57025,,32.67,10523,,,23786,10828,0.4552,35,,,23751,,
2010-02-20T13:00:00Z,2010-02-20T14:00:00+0100,,55507,,31.28,10523,,,23786,10590,0.4452,35,,,23751,,
2010-02-20T14:00:00Z,2010-02-20T15:00:00+0100,,54940,,29.95,10523,,,23786,9920,0.417,35,,,23751,,
2010-02-20T15:00:00Z,2010-02-20T16:00:00+0100,,54650,,30.55,10523,,,23786,9179,0.3859,35,,,23751,,
2010-02-20T16:00:00Z,2010-02-20T17:00:00+0100,,56772,,35.51,10523,,,23786,7910,0.3325,35,,,23751,,
2010-02-20T17:00:00Z,2010-02-20T18:00:00+0100,,61701,,51.15,10523,,,23786,7210,0.3031,35,,,23751,,
2010-02-20T18:00:00Z,2010-02-20T19:00:00+0100,,61150,,53.94,10523,,,23786,7265,0.3054,35,,,23751,,
2010-02-20T19:00:00Z,2010-02-20T20:00:00+0100,,57487,,39.5,10523,,,23786,6844,0.2877,35,,,23751,,
2010-02-20T20:00:00Z,2010-02-20T21:00:00+0100,,55587,,34.1,10523,,,23786,6699,0.2816,35,,,23751,,
2010-02-20T21:00:00Z,2010-02-20T22:00:00+0100,,55394,,36.58,10523,,,23786,6296,0.2647,35,,,23751,,
2010-02-20T22:00:00Z,2010-02-20T23:00:00+0100,,52825,,32.4,10523,,,23786,6299,0.2648,35,,,23751,,
2010-02-20T23:00:00Z,2010-02-21T00:00:00+0100,,50455,,34.22,10523,,,23786,6054,0.2545,35,,,23751,,
2010-02-21T00:00:00Z,2010-02-21T01:00:00+0100,,48049,,29.99,10523,,,23786,5698,0.2395,35,,,23751,,
2010-02-21T01:00:00Z,2010-02-21T02:00:00+0100,,47027,,26.81,10523,,,23786,5664,0.2381,35,,,23751,,
2010-02-21T02:00:00Z,2010-02-21T03:00:00+0100,,46589,,22.23,10523,,,23786,5234,0.22,35,,,23751,,
2010-02-21T03:00:00Z,2010-02-21T04:00:00+0100,,46017,,20,10523,,,23786,4806,0.202,35,,,23751,,
2010-02-21T04:00:00Z,2010-02-21T05:00:00+0100,,45596,,22.93,10523,,,23786,4232,0.178,35,,,23751,,
2010-02-21T05:00:00Z,2010-02-21T06:00:00+0100,,43659,,17.84,10523,,,23786,3471,0.1459,35,,,23751,,
2010-02-21T06:00:00Z,2010-02-21T07:00:00+0100,,44402,,18.44,10523,,,23786,3215,0.1352,35,,,23751,,
2010-02-21T07:00:00Z,2010-02-21T08:00:00+0100,,45704,,27.58,10523,,,23786,2630,0.1106,35,,,23751,,
2010-02-21T08:00:00Z,2010-02-21T09:00:00+0100,,47387,,34.56,10523,,,23786,2166,0.091,35,,,23751,,
2010-02-21T09:00:00Z,2010-02-21T10:00:00+0100,,49526,,35.92,10523,,,23786,1998,0.084,35,,,23751,,
2010-02-21T10:00:00Z,2010-02-21T11:00:00+0100,,51781,,41.25,10523,,,23786,1742,0.0733,35,,,23751,,
2010-02-21T11:00:00Z,2010-02-21T12:00:00+0100,,51262,,39.43,10523,,,23786,1685,0.0708,35,,,23751,,
2010-02-21T12:00:00Z,2010-02-21T13:00:00+0100,,49223,,32.48,10523,,,23786,1648,0.0693,35,,,23751,,
2010-02-21T13:00:00Z,2010-02-21T14:00:00+0100,,47619,,29.44,10523,,,23786,1607,0.0676,35,,,23751,,
2010-02-21T14:00:00Z,2010-02-21T15:00:00+0100,,47066,,27.78,10523,,,23786,1427,0.06,35,,,23751,,
2010-02-21T15:00:00Z,2010-02-21T16:00:00+0100,,47495,,28.55,10523,,,23786,1336,0.0562,35,,,23751,,
2010-02-21T16:00:00Z,2010-02-21T17:00:00+0100,,50540,,35.97,10523,,,23786,1642,0.069,35,,,23751,,
2010-02-21T17:00:00Z,2010-02-21T18:00:00+0100,,56868,,54.55,10523,,,23786,2560,0.1076,35,,,23751,,
2010-02-21T18:00:00Z,2010-02-21T19:00:00+0100,,57048,,58.24,10523,,,23786,3709,0.1559,35,,,23751,,
2010-02-21T19:00:00Z,2010-02-21T20:00:00+0100,,55168,,46.04,10523,,,23786,4705,0.1978,35,,,23751,,
2010-02-21T20:00:00Z,2010-02-21T21:00:00+0100,,54142,,38.2,10523,,,23786,5695,0.2394,35,,,23751,,
2010-02-21T21:00:00Z,2010-02-21T22:00:00+0100,,54700,,39.43,10523,,,23786,6169,0.2593,35,,,23751,,
2010-02-21T22:00:00Z,2010-02-21T23:00:00+0100,,52043,,30.42,10523,,,23786,6593,0.2772,35,,,23751,,
2010-02-21T23:00:00Z,2010-02-22T00:00:00+0100,,50166,,26.35,10527,,,23786,7036,0.2958,35,,,23751,,
2010-02-22T00:00:00Z,2010-02-22T01:00:00+0100,,49136,,21.04,10527,,,23786,6860,0.2884,35,,,23751,,
2010-02-22T01:00:00Z,2010-02-22T02:00:00+0100,,49068,,20.07,10527,,,23786,6595,0.2773,35,,,23751,,
2010-02-22T02:00:00Z,2010-02-22T03:00:00+0100,,49064,,18.01,10527,,,23786,6186,0.26,35,,,23751,,
2010-02-22T03:00:00Z,2010-02-22T04:00:00+0100,,49926,,14.25,10527,,,23786,5822,0.2448,35,,,23751,,
2010-02-22T04:00:00Z,2010-02-22T05:00:00+0100,,51304,,25.93,10527,,,23786,5476,0.2302,35,,,23751,,
2010-02-22T05:00:00Z,2010-02-22T06:00:00+0100,,58421,,34.35,10527,,,23786,5467,0.2298,35,,,23751,,
2010-02-22T06:00:00Z,2010-02-22T07:00:00+0100,,64909,,42.8,10527,,,23786,5020,0.2111,35,,,23751,,
2010-02-22T07:00:00Z,2010-02-22T08:00:00+0100,,67290,,48.18,10527,,,23786,4892,0.2057,35,,,23751,,
2010-02-22T08:00:00Z,2010-02-22T09:00:00+0100,,67780,,48.13,10527,,,23786,4526,0.1902,35,,,23751,,
2010-02-22T09:00:00Z,2010-02-22T10:00:00+0100,,68193,,48.26,10527,,,23786,3962,0.1666,35,,,23751,,
2010-02-22T10:00:00Z,2010-02-22T11:00:00+0100,,69134,,49.29,10527,,,23786,3809,0.1602,35,,,23751,,
2010-02-22T11:00:00Z,2010-02-22T12:00:00+0100,,68711,,47.96,10527,,,23786,4171,0.1754,35,,,23751,,
2010-02-22T12:00:00Z,2010-02-22T13:00:00+0100,,67905,,48.02,10527,,,23786,4251,0.1787,35,,,23751,,
2010-02-22T13:00:00Z,2010-02-22T14:00:00+0100,,66726,,45.08,10527,,,23786,4751,0.1997,35,,,23751,,
2010-02-22T14:00:00Z,2010-02-22T15:00:00+0100,,65896,,39.46,10527,,,23786,4998,0.2101,35,,,23751,,
2010-02-22T15:00:00Z,2010-02-22T16:00:00+0100,,64823,,37.8,10527,,,23786,5688,0.2391,35,,,23751,,
2010-02-22T16:00:00Z,2010-02-22T17:00:00+0100,,66633,,39.42,10527,,,23786,6363,0.2675,35,,,23751,,
2010-02-22T17:00:00Z,2010-02-22T18:00:00+0100,,71638,,55.99,10527,,,23786,8284,0.3483,35,,,23751,,
2010-02-22T18:00:00Z,2010-02-22T19:00:00+0100,,70988,,53.04,10527,,,23786,9090,0.3822,35,,,23751,,
2010-02-22T19:00:00Z,2010-02-22T20:00:00+0100,,67337,,40.35,10527,,,23786,9638,0.4052,35,,,23751,,
2010-02-22T20:00:00Z,2010-02-22T21:00:00+0100,,64285,,38.7,10527,,,23786,10086,0.424,35,,,23751,,
2010-02-22T21:00:00Z,2010-02-22T22:00:00+0100,,62275,,36.64,10527,,,23786,10513,0.442,35,,,23751,,
2010-02-22T22:00:00Z,2010-02-22T23:00:00+0100,,58593,,31.3,10527,,,23786,10905,0.4585,35,,,23751,,
2010-02-22T23:00:00Z,2010-02-23T00:00:00+0100,,55511,,30.63,10531,,,23791,11022,0.4633,40,,,23751,,
2010-02-23T00:00:00Z,2010-02-23T01:00:00+0100,,54222,,30.55,10531,,,23791,10774,0.4528,40,,,23751,,
2010-02-23T01:00:00Z,2010-02-23T02:00:00+0100,,53568,,24.57,10531,,,23791,11092,0.4662,40,,,23751,,
2010-02-23T02:00:00Z,2010-02-23T03:00:00+0100,,53377,,18.48,10531,,,23791,11196,0.4706,40,,,23751,,
2010-02-23T03:00:00Z,2010-02-23T04:00:00+0100,,54042,,18.67,10531,,,23791,9684,0.4071,40,,,23751,,
2010-02-23T04:00:00Z,2010-02-23T05:00:00+0100,,55242,,31.29,10531,,,23791,8398,0.353,40,,,23751,,
2010-02-23T05:00:00Z,2010-02-23T06:00:00+0100,,60977,,38.3,10531,,,23791,7560,0.3178,40,,,23751,,
2010-02-23T06:00:00Z,2010-02-23T07:00:00+0100,,66487,,41.8,10531,,,23791,6412,0.2695,40,,,23751,,
2010-02-23T07:00:00Z,2010-02-23T08:00:00+0100,,68384,,44.29,10531,,,23791,5460,0.2295,40,,,23751,,
2010-02-23T08:00:00Z,2010-02-23T09:00:00+0100,,68481,,44.62,10531,,,23791,4754,0.1998,40,,,23751,,
2010-02-23T09:00:00Z,2010-02-23T10:00:00+0100,,68967,,47.07,10531,,,23791,3908,0.1642,40,,,23751,,
2010-02-23T10:00:00Z,2010-02-23T11:00:00+0100,,69803,,49.05,10531,,,23791,3214,0.1351,40,,,23751,,
2010-02-23T11:00:00Z,2010-02-23T12:00:00+0100,,69372,,48.03,10531,,,23791,2944,0.1237,40,,,23751,,
2010-02-23T12:00:00Z,2010-02-23T13:00:00+0100,,69005,,47.44,10531,,,23791,2655,0.1116,40,,,23751,,
2010-02-23T13:00:00Z,2010-02-23T14:00:00+0100,,67958,,45.42,10531,,,23791,2567,0.1079,40,,,23751,,
2010-02-23T14:00:00Z,2010-02-23T15:00:00+0100,,67379,,45.54,10531,,,23791,2661,0.1118,40,,,23751,,
2010-02-23T15:00:00Z,2010-02-23T16:00:00+0100,,66002,,42.17,10531,,,23791,2837,0.1192,40,,,23751,,
2010-02-23T16:00:00Z,2010-02-23T17:00:00+0100,,66934,,45.93,10531,,,23791,2869,0.1206,40,,,23751,,
2010-02-23T17:00:00Z,2010-02-23T18:00:00+0100,,70674,,62.9,10531,,,23791,3225,0.1356,40,,,23751,,
2010-02-23T18:00:00Z,2010-02-23T19:00:00+0100,,70180,,60.91,10531,,,23791,3548,0.1491,40,,,23751,,
2010-02-23T19:00:00Z,2010-02-23T20:00:00+0100,,66390,,46.09,10531,,,23791,3875,0.1629,40,,,23751,,
2010-02-23T20:00:00Z,2010-02-23T21:00:00+0100,,63143,,39.83,10531,,,23791,4066,0.1709,40,,,23751,,
2010-02-23T21:00:00Z,2010-02-23T22:00:00+0100,,60915,,38.62,10531,,,23791,4056,0.1705,40,,,23751,,
2010-02-23T22:00:00Z,2010-02-23T23:00:00+0100,,56955,,38.63,10531,,,23791,4021,0.169,40,,,23751,,
2010-02-23T23:00:00Z,2010-02-24T00:00:00+0100,,53709,,29.99,10536,,,23793,3948,0.1659,40,,,23753,,
2010-02-24T00:00:00Z,2010-02-24T01:00:00+0100,,52138,,28.99,10536,,,23793,3939,0.1656,40,,,23753,,
2010-02-24T01:00:00Z,2010-02-24T02:00:00+0100,,51607,,25.95,10536,,,23793,4029,0.1694,40,,,23753,,
2010-02-24T02:00:00Z,2010-02-24T03:00:00+0100,,51271,,21.86,10536,,,23793,4070,0.171,40,,,23753,,
2010-02-24T03:00:00Z,2010-02-24T04:00:00+0100,,51885,,22.61,10536,,,23793,4418,0.1856,40,,,23753,,
2010-02-24T04:00:00Z,2010-02-24T05:00:00+0100,,53805,,30.62,10536,,,23793,4621,0.1942,40,,,23753,,
2010-02-24T05:00:00Z,2010-02-24T06:00:00+0100,,59756,,36.92,10536,,,23793,4758,0.2,40,,,23753,,
2010-02-24T06:00:00Z,2010-02-24T07:00:00+0100,,65754,,43.44,10536,,,23793,4758,0.2,40,,,23753,,
2010-02-24T07:00:00Z,2010-02-24T08:00:00+0100,,67637,,45.91,10536,,,23793,4699,0.1975,40,,,23753,,
2010-02-24T08:00:00Z,2010-02-24T09:00:00+0100,,67261,,45.07,10536,,,23793,4526,0.1902,40,,,23753,,
2010-02-24T09:00:00Z,2010-02-24T10:00:00+0100,,67423,,45.04,10536,,,23793,4143,0.1741,40,,,23753,,
2010-02-24T10:00:00Z,2010-02-24T11:00:00+0100,,67871,,46.89,10536,,,23793,3758,0.1579,40,,,23753,,
2010-02-24T11:00:00Z,2010-02-24T12:00:00+0100,,67251,,45,10536,,,23793,3442,0.1446,40,,,23753,,
2010-02-24T12:00:00Z,2010-02-24T13:00:00+0100,,66480,,42.97,10536,,,23793,3122,0.1312,40,,,23753,,
2010-02-24T13:00:00Z,2010-02-24T14:00:00+0100,,65237,,41.94,10536,,,23793,2786,0.1171,40,,,23753,,
2010-02-24T14:00:00Z,2010-02-24T15:00:00+0100,,64780,,39.81,10536,,,23793,2562,0.1077,40,,,23753,,
2010-02-24T15:00:00Z,2010-02-24T16:00:00+0100,,63893,,38.52,10536,,,23793,2283,0.0959,40,,,23753,,
2010-02-24T16:00:00Z,2010-02-24T17:00:00+0100,,65498,,40.91,10536,,,23793,2384,0.1002,40,,,23753,,
2010-02-24T17:00:00Z,2010-02-24T18:00:00+0100,,70029,,50.1,10536,,,23793,2806,0.118,40,,,23753,,
2010-02-24T18:00:00Z,2010-02-24T19:00:00+0100,,69911,,49.27,10536,,,23793,3238,0.1361,40,,,23753,,
2010-02-24T19:00:00Z,2010-02-24T20:00:00+0100,,66559,,40.36,10536,,,23793,3928,0.1651,40,,,23753,,
2010-02-24T20:00:00Z,2010-02-24T21:00:00+0100,,63237,,37.24,10536,,,23793,4247,0.1785,40,,,23753,,
2010-02-24T21:00:00Z,2010-02-24T22:00:00+0100,,60612,,35.88,10536,,,23793,4773,0.2006,40,,,23753,,
2010-02-24T22:00:00Z,2010-02-24T23:00:00+0100,,56367,,31.16,10536,,,23793,5304,0.2229,40,,,23753,,
2010-02-24T23:00:00Z,2010-02-25T00:00:00+0100,,52399,,27.14,10542,,,23797,5957,0.2503,40,,,23757,,
2010-02-25T00:00:00Z,2010-02-25T01:00:00+0100,,51356,,22.8,10542,,,23797,6620,0.2782,40,,,23757,,
2010-02-25T01:00:00Z,2010-02-25T02:00:00+0100,,51278,,18.07,10542,,,23797,7134,0.2998,40,,,23757,,
2010-02-25T02:00:00Z,2010-02-25T03:00:00+0100,,51798,,10.04,10542,,,23797,7717,0.3243,40,,,23757,,
2010-02-25T03:00:00Z,2010-02-25T04:00:00+0100,,52682,,12.9,10542,,,23797,7942,0.3338,40,,,23757,,
2010-02-25T04:00:00Z,2010-02-25T05:00:00+0100,,54127,,22.75,10542,,,23797,8290,0.3484,40,,,23757,,
2010-02-25T05:00:00Z,2010-02-25T06:00:00+0100,,59849,,33.96,10542,,,23797,9019,0.379,40,,,23757,,
2010-02-25T06:00:00Z,2010-02-25T07:00:00+0100,,65334,,39.6,10542,,,23797,9597,0.4033,40,,,23757,,
2010-02-25T07:00:00Z,2010-02-25T08:00:00+0100,,67049,,41.91,10542,,,23797,9689,0.4072,40,,,23757,,
2010-02-25T08:00:00Z,2010-02-25T09:00:00+0100,,66452,,42.86,10542,,,23797,9642,0.4052,40,,,23757,,
2010-02-25T09:00:00Z,2010-02-25T10:00:00+0100,,66770,,42.99,10542,,,23797,9395,0.3948,40,,,23757,,
2010-02-25T10:00:00Z,2010-02-25T11:00:00+0100,,66504,,43.29,10542,,,23797,8665,0.3641,40,,,23757,,
2010-02-25T11:00:00Z,2010-02-25T12:00:00+0100,,66147,,41.52,10542,,,23797,8755,0.3679,40,,,23757,,
2010-02-25T12:00:00Z,2010-02-25T13:00:00+0100,,65935,,40.49,10542,,,23797,8429,0.3542,40,,,23757,,
2010-02-25T13:00:00Z,2010-02-25T14:00:00+0100,,64866,,39.94,10542,,,23797,7652,0.3216,40,,,23757,,
2010-02-25T14:00:00Z,2010-02-25T15:00:00+0100,,64674,,38.38,10542,,,23797,7019,0.295,40,,,23757,,
2010-02-25T15:00:00Z,2010-02-25T16:00:00+0100,,64005,,38.24,10542,,,23797,5964,0.2506,40,,,23757,,
2010-02-25T16:00:00Z,2010-02-25T17:00:00+0100,,65931,,41.1,10542,,,23797,5902,0.248,40,,,23757,,
2010-02-25T17:00:00Z,2010-02-25T18:00:00+0100,,69924,,55.45,10542,,,23797,6007,0.2524,40,,,23757,,
2010-02-25T18:00:00Z,2010-02-25T19:00:00+0100,,69396,,50.89,10542,,,23797,6383,0.2682,40,,,23757,,
2010-02-25T19:00:00Z,2010-02-25T20:00:00+0100,,66143,,41.45,10542,,,23797,7101,0.2984,40,,,23757,,
2010-02-25T20:00:00Z,2010-02-25T21:00:00+0100,,63039,,38.37,10542,,,23797,7006,0.2944,40,,,23757,,
2010-02-25T21:00:00Z,2010-02-25T22:00:00+0100,,60763,,38.89,10542,,,23797,7570,0.3181,40,,,23757,,
2010-02-25T22:00:00Z,2010-02-25T23:00:00+0100,,56216,,32.42,10542,,,23797,7286,0.3062,40,,,23757,,
2010-02-25T23:00:00Z,2010-02-26T00:00:00+0100,,52794,,30.33,10549,,,23797,6874,0.2888,40,,,23757,,
2010-02-26T00:00:00Z,2010-02-26T01:00:00+0100,,50705,,25.58,10549,,,23797,6457,0.2714,40,,,23757,,
2010-02-26T01:00:00Z,2010-02-26T02:00:00+0100,,50312,,23.08,10549,,,23797,6460,0.2714,40,,,23757,,
2010-02-26T02:00:00Z,2010-02-26T03:00:00+0100,,50449,,17.91,10549,,,23797,6484,0.2725,40,,,23757,,
2010-02-26T03:00:00Z,2010-02-26T04:00:00+0100,,51061,,21.67,10549,,,23797,6330,0.266,40,,,23757,,
2010-02-26T04:00:00Z,2010-02-26T05:00:00+0100,,52464,,29.04,10549,,,23797,6342,0.2665,40,,,23757,,
2010-02-26T05:00:00Z,2010-02-26T06:00:00+0100,,57612,,38.51,10549,,,23797,6348,0.2667,40,,,23757,,
2010-02-26T06:00:00Z,2010-02-26T07:00:00+0100,,63362,,53,10549,,,23797,6345,0.2666,40,,,23757,,
2010-02-26T07:00:00Z,2010-02-26T08:00:00+0100,,65954,,44.8,10549,,,23797,6314,0.2654,40,,,23757,,
